rpm/max,gas,brake,in_first_gear,in_overdrive,shift_status,jump_gears
0.3413430559239579,0.9258025964384425,0.0,0.0,1,0.0,1
0.33688243960253705,0.9013358236053701,0.0,0.0,1,0.0,1
0.1533733586409248,0.8286410634659911,0.0,0.0,1,0.0,1
0.3412814879342981,0.8254809620104497,0.0,0.0,1,0.0,1
0.1883929205237929,0.8106379408092541,0.0,0.0,1,0.0,1
0.27651162342262303,0.8919142804331435,0.0,0.0,1,0.0,1
0.2350693665695699,0.8191836886770126,0.0,0.0,1,0.0,1
0.18232318694834,0.8938945636364786,0.0,0.0,1,0.0,1
0.16915513309633204,0.7647156610864093,0.0,0.0,1,0.0,1
0.3262761701797423,0.8922401554758663,0.0,0.0,1,0.0,1
0.16916820618270917,0.9920809265943029,0.0,0.0,1,0.0,1
0.15076557243855887,0.7790928756871377,0.0,0.0,1,0.0,1
0.253642723706502,0.8088245842428076,0.0,0.0,1,0.0,1
0.2297601729713652,0.9093701210015669,0.0,0.0,1,0.0,1
0.2741058400391705,0.8289810519680578,0.0,0.0,1,0.0,1
0.2609597300308037,0.8340646456041604,0.0,0.0,1,0.0,1
0.33276761876358973,0.8999842126567821,0.0,0.0,1,0.0,1
0.2388331001109556,0.8190473375753109,0.0,0.0,1,0.0,1
0.35888187218913037,0.8766087757643288,0.0,0.0,1,0.0,1
0.2328239454391598,0.9009881116145494,0.0,0.0,1,0.0,1
0.35191519597226173,0.9081978993792705,0.0,0.0,1,0.0,1
0.24358467143845447,0.863507690797614,0.0,0.0,1,0.0,1
0.2028273898708909,0.8758311645606365,0.0,0.0,1,0.0,1
0.28916348086411714,0.7784071504730856,0.0,0.0,1,0.0,1
0.16059947152113024,0.7559035310229831,0.0,0.0,1,0.0,1
0.33041024406493924,0.9934460130710259,0.0,0.0,1,0.0,1
0.2923118097760117,0.8008212355681911,0.0,0.0,1,0.0,1
0.23776042509239442,0.8068591851668632,0.0,0.0,1,0.0,1
0.20041291143787598,0.9554424185380109,0.0,0.0,1,0.0,1
0.2682108367929641,0.9693945947325742,0.0,0.0,1,0.0,1
0.260887555530015,0.8914826700570206,0.0,0.0,1,0.0,1
0.31791143247633,0.7607030358155642,0.0,0.0,1,0.0,1
0.3155870813120938,0.954879705785235,0.0,0.0,1,0.0,1
0.3101583912893435,0.9107346116869981,0.0,0.0,1,0.0,1
0.19951160749376637,0.9241587910786719,0.0,0.0,1,0.0,1
0.3398146429886158,0.8237420875490007,0.0,0.0,1,0.0,1
0.2963487352989296,0.993085371216778,0.0,0.0,1,0.0,1
0.2669137826456826,0.8100690886702647,0.0,0.0,1,0.0,1
0.2933490015921857,0.8814516415516163,0.0,0.0,1,0.0,1
0.22218153131155877,0.9260230686253849,0.0,0.0,1,0.0,1
0.25396235946681817,0.9910180730623017,0.0,0.0,1,0.0,1
0.2246371344269806,0.9020399083083863,0.0,0.0,1,0.0,1
0.33837437154782135,0.8041586143855992,0.0,0.0,1,0.0,1
0.28535461338164636,0.9320141353737054,0.0,0.0,1,0.0,1
0.16692666256240343,0.895459634896156,0.0,0.0,1,0.0,1
0.22763631836067327,0.8146940427420502,0.0,0.0,1,0.0,1
0.2950262361494699,0.8563226110586635,0.0,0.0,1,0.0,1
0.20560430149725234,0.95289393735068,0.0,0.0,1,0.0,1
0.23499827098042525,0.9253653027104819,0.0,0.0,1,0.0,1
0.15450179143920617,0.9502643367132622,0.0,0.0,1,0.0,1
0.36361438907960764,0.9062252389011791,0.0,0.0,1,0.0,1
0.1567830582968093,0.8578302752104859,0.0,0.0,1,0.0,1
0.21688272497257022,0.7912294100535694,0.0,0.0,1,0.0,1
0.34667632873208015,0.9561077308068336,0.0,0.0,1,0.0,1
0.2491516220484581,0.7925584863278482,0.0,0.0,1,0.0,1
0.1726717748725135,0.9608730872985812,0.0,0.0,1,0.0,1
0.1789332653199949,0.9287200874549857,0.0,0.0,1,0.0,1
0.26738050785893913,0.8857958209499364,0.0,0.0,1,0.0,1
0.3288952060162619,0.8129434115600963,0.0,0.0,1,0.0,1
0.36253746841750734,0.8843606219348262,0.0,0.0,1,0.0,1
0.2645533365211095,0.9395112841937873,0.0,0.0,1,0.0,1
0.2843758755954461,0.9600588352465937,0.0,0.0,1,0.0,1
0.2456624263255851,0.9481026263826909,0.0,0.0,1,0.0,1
0.3091376625715777,0.983945050585125,0.0,0.0,1,0.0,1
0.17660200278689386,0.8532219490731952,0.0,0.0,1,0.0,1
0.3324352908061185,0.7547260972029436,0.0,0.0,1,0.0,1
0.32424213993811646,0.8978620094088348,0.0,0.0,1,0.0,1
0.23535555963273863,0.8444352207050092,0.0,0.0,1,0.0,1
0.2848727467454296,0.7906409966204739,0.0,0.0,1,0.0,1
0.28073941344082054,0.7835374680463182,0.0,0.0,1,0.0,1
0.3366767089147233,0.8446888961783745,0.0,0.0,1,0.0,1
0.3487514368250139,0.8874844784720515,0.0,0.0,1,0.0,1
0.23924781203338938,0.8868806788309215,0.0,0.0,1,0.0,1
0.34361182546453206,0.8162659264123902,0.0,0.0,1,0.0,1
0.2984812827532559,0.9170033516368084,0.0,0.0,1,0.0,1
0.3271025744686392,0.9966103551165881,0.0,0.0,1,0.0,1
0.3468787780165806,0.9336581277586358,0.0,0.0,1,0.0,1
0.3083957399696249,0.7754351444470584,0.0,0.0,1,0.0,1
0.18345033405007705,0.9903497218945607,0.0,0.0,1,0.0,1
0.2914334476840129,0.8530726473847323,0.0,0.0,1,0.0,1
0.16845320557019117,0.846078251113476,0.0,0.0,1,0.0,1
0.2223971138164511,0.7573447732563254,0.0,0.0,1,0.0,1
0.30705567187175276,0.7583528884805737,0.0,0.0,1,0.0,1
0.36396046156504847,0.850323151037348,0.0,0.0,1,0.0,1
0.1904675352662723,0.7522633185903063,0.0,0.0,1,0.0,1
0.22939464274229315,0.7806704106748625,0.0,0.0,1,0.0,1
0.17548032021882068,0.8100364098344014,0.0,0.0,1,0.0,1
0.195859446047273,0.9723667996473859,0.0,0.0,1,0.0,1
0.23082662797608183,0.7767492208821332,0.0,0.0,1,0.0,1
0.2913069712377747,0.9503125409546777,0.0,0.0,1,0.0,1
0.3488325152435194,0.7679532465420716,0.0,0.0,1,0.0,1
0.22990036749323448,0.9449791281739409,0.0,0.0,1,0.0,1
0.2704805136907522,0.8127954689666703,0.0,0.0,1,0.0,1
0.21166125432130128,0.9482175742939003,0.0,0.0,1,0.0,1
0.28030349076057065,0.9282334480948407,0.0,0.0,1,0.0,1
0.2463568431579172,0.897529192158421,0.0,0.0,1,0.0,1
0.21589499333297507,0.7842975719085752,0.0,0.0,1,0.0,1
0.3181510209664381,0.8582672185383903,0.0,0.0,1,0.0,1
0.26149760327969573,0.7835148938211232,0.0,0.0,1,0.0,1
0.26301431596999425,0.9545924158096541,0.0,0.0,1,0.0,1
0.29150331790039247,0.9246225227279711,0.0,0.0,1,0.0,1
0.17706854400228753,0.757688480310938,0.0,0.0,1,0.0,1
0.3158601316736219,0.9217105745385932,0.0,0.0,1,0.0,1
0.2746365247623128,0.9673808665331093,0.0,0.0,1,0.0,1
0.2673677834707135,0.8917932610054051,0.0,0.0,1,0.0,1
0.15867049754976742,0.8849721954073686,0.0,0.0,1,0.0,1
0.31655114109742466,0.9642330728736734,0.0,0.0,1,0.0,1
0.3600052029408234,0.9688991019614359,0.0,0.0,1,0.0,1
0.17315430101132162,0.9202977154829153,0.0,0.0,1,0.0,1
0.3075395712404788,0.8611517205976854,0.0,0.0,1,0.0,1
0.3281111562197715,0.8466375686558287,0.0,0.0,1,0.0,1
0.34486192018107786,0.8925331407517961,0.0,0.0,1,0.0,1
0.23300326725526171,0.9707236936274224,0.0,0.0,1,0.0,1
0.282067226325173,0.9390699594019062,0.0,0.0,1,0.0,1
0.3577085312967745,0.8782426838408772,0.0,0.0,1,0.0,1
0.2728477767362286,0.8677189570348118,0.0,0.0,1,0.0,1
0.18801328891106278,0.765419050621778,0.0,0.0,1,0.0,1
